,HomePlanet,CryoSleep,Destination,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Solo,TotalSpent,NoSpendings,Cabin_deck,Cabin_side,Cabin_region1,Cabin_region2,Cabin_region3,Cabin_region4,Cabin_region5,Cabin_region6,Cabin_region7,First_name,Last_name,FamilySize
7283,Europa,True,TRAPPIST-1e,18.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,B,S,1,0,0,0,0,0,0,Sular,Cousel,5
3095,Mars,True,TRAPPIST-1e,60.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,F,P,0,0,1,0,0,0,0,Heat,Tirt,4
4188,Europa,True,TRAPPIST-1e,26.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,B,P,1,0,0,0,0,0,0,Dabik,Brakeded,2
7176,Europa,True,55 Cancri e,25.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,B,S,1,0,0,0,0,0,0,Atrino,Lisholtery,2
3040,Earth,False,TRAPPIST-1e,22.0,718.0,2.0,50.0,0.0,0.0,False,770.0,0,F,S,0,0,1,0,0,0,0,Jerrye,Carlsonney,6
3786,Europa,True,55 Cancri e,33.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,A,S,1,0,0,0,0,0,0,Etair,Stewder,4
6894,Mars,False,TRAPPIST-1e,33.0,728.0,0.0,285.0,0.0,0.0,True,1013.0,0,E,S,0,1,0,0,0,0,0,Rish,Fle,3
5931,Europa,True,TRAPPIST-1e,21.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,B,S,1,0,0,0,0,0,0,Alderak,Balightal,3
516,Europa,True,TRAPPIST-1e,40.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,C,P,1,0,0,0,0,0,0,Tope,Valindle,3
4487,Mars,True,TRAPPIST-1e,1.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,F,P,0,0,0,1,0,0,0,Gers,Creke,4
3033,Earth,False,TRAPPIST-1e,43.0,0.0,16.0,34.0,753.0,1.0,False,804.0,0,F,S,0,0,1,0,0,0,0,Unknown,Horthy,4
8199,Mars,False,TRAPPIST-1e,44.0,1.0,0.0,2080.0,11.0,0.0,True,2092.0,0,F,S,0,0,0,0,0,1,0,Chon,Ches,5
8304,Earth,False,55 Cancri e,24.0,0.0,784.0,5.0,0.0,1.0,True,790.0,0,E,S,0,1,0,0,0,0,0,Dona,Greeves,6
7435,Earth,True,TRAPPIST-1e,23.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,P,0,0,0,0,1,0,0,Unknown,Ingston,12
5928,Earth,False,TRAPPIST-1e,36.0,78.0,9.0,0.0,0.0,841.0,True,928.0,0,G,P,0,0,0,1,0,0,0,Kentha,Beangley,3
2750,Earth,False,55 Cancri e,18.0,235.0,0.0,101.0,0.0,316.0,True,652.0,0,F,P,0,0,1,0,0,0,0,Karlie,Gordanieves,8
946,Earth,False,TRAPPIST-1e,12.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,E,S,1,0,0,0,0,0,0,Stenny,Summington,6
2466,Europa,False,55 Cancri e,28.0,0.0,3053.0,0.0,839.0,2153.0,False,6045.0,0,C,S,1,0,0,0,0,0,0,Meratz,Improus,4
4784,Earth,True,PSO J318.5-22,17.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,G,P,0,0,1,0,0,0,0,Louisy,Hughriend,7
4788,Europa,False,TRAPPIST-1e,32.0,0.0,419.0,0.0,1984.0,521.0,False,2924.0,0,B,P,1,0,0,0,0,0,0,Mino,Unkcatted,9
7714,Earth,False,TRAPPIST-1e,33.0,201.0,819.0,0.0,0.0,0.0,False,1020.0,0,G,S,0,0,0,0,1,0,0,Hen,Fryersonis,11
4385,Earth,False,TRAPPIST-1e,30.0,0.0,0.0,3.0,3434.0,0.0,False,3437.0,0,F,P,0,0,0,1,0,0,0,Lison,Mayson,5
5458,Europa,True,TRAPPIST-1e,29.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,B,S,1,0,0,0,0,0,0,Alcorab,Suptive,2
4062,Europa,False,TRAPPIST-1e,41.0,0.0,545.0,0.0,2740.0,293.0,False,3578.0,0,C,S,1,0,0,0,0,0,0,Halsham,Aroodint,5
6465,Earth,False,TRAPPIST-1e,58.0,147.46017699115043,0.0,0.0,444.0,0.0,True,591.4601769911504,0,G,S,0,0,0,1,0,0,0,Milyla,Burker,3
473,Earth,False,TRAPPIST-1e,39.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,G,S,1,0,0,0,0,0,0,Kylen,Mccarry,5
6978,Europa,False,55 Cancri e,41.0,0.0,10049.0,214.0,5287.0,1845.0,True,17395.0,0,B,S,1,0,0,0,0,0,0,Astrah,Burcaling,0
61,Earth,True,PSO J318.5-22,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,S,1,0,0,0,0,0,0,Ninaha,Leeves,6
6041,Earth,True,TRAPPIST-1e,15.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,S,0,0,0,1,0,0,0,Analdy,Alberts,6
3141,Europa,True,TRAPPIST-1e,25.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,B,P,1,0,0,0,0,0,0,Misaleh,Ennalve,7
6537,Mars,False,TRAPPIST-1e,16.0,501.0,974.0,1164.0,0.0,0.0,True,2639.0,0,F,S,0,0,0,0,1,0,0,Anch,Opie,2
323,Earth,False,TRAPPIST-1e,15.0,358.0,212.0,33.0,0.0,112.0,True,715.0,0,F,S,1,0,0,0,0,0,0,Elancy,Staffersby,3
4928,Europa,True,TRAPPIST-1e,16.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,B,S,1,0,0,0,0,0,0,Photons,Pickleve,3
1907,Mars,True,TRAPPIST-1e,24.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,F,S,0,1,0,0,0,0,0,Goles,Teake,6
6106,Earth,True,PSO J318.5-22,38.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,G,P,0,0,0,1,0,0,0,Unknown,Unknown,0
934,Europa,True,55 Cancri e,46.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,C,P,1,0,0,0,0,0,0,Chabik,Barmant,3
5557,Europa,False,TRAPPIST-1e,29.0,0.0,1644.0,0.0,0.0,3780.0,False,5424.0,0,B,S,1,0,0,0,0,0,0,Anchird,Rotter,4
3076,Europa,False,TRAPPIST-1e,11.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,B,S,1,0,0,0,0,0,0,Altara,Openduave,10
2415,Mars,False,TRAPPIST-1e,18.0,1102.0,9.0,2628.0,0.0,0.0,False,3739.0,0,D,P,1,0,0,0,0,0,0,Cindee,Flé,4
8254,Europa,False,TRAPPIST-1e,64.0,0.0,1770.0,0.0,4111.0,180.0,False,6061.0,0,B,S,0,1,0,0,0,0,0,Terops,Diouselt,5
6764,Mars,False,TRAPPIST-1e,10.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,E,S,0,1,0,0,0,0,0,Gibil,Pre,5
5443,Earth,True,TRAPPIST-1e,12.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,S,0,0,0,1,0,0,0,Evaned,Domington,15
4664,Europa,True,55 Cancri e,45.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,A,P,1,0,0,0,0,0,0,Lesat,Vendeck,3
589,Europa,True,TRAPPIST-1e,27.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,B,P,1,0,0,0,0,0,0,Achyon,Ranaly,2
3512,Earth,False,PSO J318.5-22,22.0,2.0,257.0,348.0,2.0,0.0,False,609.0,0,F,S,0,0,1,0,0,0,0,Ivanna,Prestonard,7
4686,Europa,True,TRAPPIST-1e,52.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,C,P,1,0,0,0,0,0,0,Diphah,Disgul,5
8068,Earth,True,TRAPPIST-1e,6.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,S,0,0,0,0,1,0,0,Eristy,Kramorry,5
3442,Earth,False,55 Cancri e,35.0,432.0,0.0,377.0,0.0,0.0,False,809.0,0,G,P,0,0,1,0,0,0,0,Brie,Loverceson,5
1144,Earth,True,TRAPPIST-1e,3.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,S,1,0,0,0,0,0,0,Erick,Pollarkeeks,9
6722,Earth,False,TRAPPIST-1e,24.0,61.0,397.0,185.0,1.0,0.0,True,644.0,0,F,P,0,0,0,0,1,0,0,Sall,Gaineyerson,5
4232,Europa,False,55 Cancri e,53.0,0.0,864.0,49.0,39.0,2376.0,False,3328.0,0,C,S,1,0,0,0,0,0,0,Erraid,Wirdley,7
6366,Europa,False,55 Cancri e,47.0,0.0,2699.0,0.0,671.0,8.0,False,3378.0,0,C,S,1,0,0,0,0,0,0,Pleion,Sparsaxle,4
6683,Earth,False,TRAPPIST-1e,24.0,332.0,9.0,356.0,0.0,0.0,True,697.0,0,F,P,0,0,0,0,1,0,0,Weney,Freevenson,4
8598,Earth,True,TRAPPIST-1e,26.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,P,0,0,0,0,1,0,0,Paulah,Tranciams,10
7437,Earth,True,TRAPPIST-1e,26.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,P,0,0,0,0,1,0,0,Elany,Ingston,12
1991,Earth,False,TRAPPIST-1e,17.0,736.0,0.0,2.0,20.0,0.0,True,758.0,0,F,P,0,1,0,0,0,0,0,Rice,Camerrison,5
7058,Earth,False,PSO J318.5-22,29.0,5.0,598.0,156.64171122994654,0.0,0.0,True,759.6417112299465,0,F,S,0,0,0,0,1,0,0,Byrona,Berges,5
503,Europa,False,TRAPPIST-1e,38.0,0.0,1793.0,479.0,9.0,4987.0,False,7268.0,0,C,P,1,0,0,0,0,0,0,Mardyon,Nalanet,6
7656,Earth,False,TRAPPIST-1e,23.0,4.0,0.0,9.0,20.0,831.0,False,864.0,0,F,S,0,0,0,0,0,1,0,Bland,Boyers,6
4703,Mars,True,TRAPPIST-1e,5.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,F,P,0,0,0,1,0,0,0,Moste,Porté,4
8588,Europa,False,55 Cancri e,36.0,23.0,14773.0,0.0,1159.0,7819.0,False,23774.0,0,C,S,0,1,0,0,0,0,0,Hadirk,Cassiding,4
4683,Earth,False,PSO J318.5-22,22.0,479.0,34.0,0.0,29.0,4.0,True,546.0,0,F,P,0,0,0,1,0,0,0,Dandra,Sextones,7
566,Mars,False,TRAPPIST-1e,28.0,43.0,152.0,182.0,1.0,2005.0,True,2383.0,0,D,P,1,0,0,0,0,0,0,Hon,Kra,6
5891,Earth,False,TRAPPIST-1e,20.0,0.0,0.0,841.0,5.0,0.0,True,846.0,0,G,S,0,0,0,1,0,0,0,Eleaha,Estron,5
11,Europa,False,55 Cancri e,45.0,39.0,7295.0,589.0,110.0,124.0,False,8157.0,0,B,P,1,0,0,0,0,0,0,Wezena,Flatic,3
6043,Earth,False,55 Cancri e,23.0,0.0,0.0,478.0,4560.0,0.0,False,5038.0,0,G,S,0,0,0,1,0,0,0,Samany,Alberts,6
2807,Europa,False,55 Cancri e,21.0,0.0,878.0,82.0,360.0,1784.0,False,3104.0,0,C,P,1,0,0,0,0,0,0,Geno,Disgul,5
5772,Mars,False,TRAPPIST-1e,50.0,513.0,0.0,0.0,764.0,21.0,True,1298.0,0,E,P,0,1,0,0,0,0,0,Naish,Anpie,6
7683,Europa,False,TRAPPIST-1e,39.0,19.0,3603.0,0.0,421.0,517.0,False,4560.0,0,C,S,0,1,0,0,0,0,0,Nasliak,Unkcatted,9
2034,Earth,True,55 Cancri e,58.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,G,S,0,1,0,0,0,0,0,Gabria,Callowery,6
6984,Earth,False,TRAPPIST-1e,19.0,879.0,0.0,0.0,10.0,0.0,False,889.0,0,G,P,0,0,0,0,1,0,0,Willip,Balderts,7
5151,Earth,False,TRAPPIST-1e,35.0,702.0,104.0,5.0,76.0,0.0,True,887.0,0,G,S,0,0,1,0,0,0,0,Camily,Alldson,7
4292,Earth,False,55 Cancri e,23.0,42.0,0.0,0.0,765.0,2.0,True,809.0,0,G,S,0,0,1,0,0,0,0,Fery,Gouldensen,12
8544,Mars,True,TRAPPIST-1e,23.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,E,P,0,1,0,0,0,0,0,Slix,Corie,4
4229,Earth,False,TRAPPIST-1e,24.0,83.0,0.0,129.0,504.0,0.0,True,716.0,0,F,S,0,0,1,0,0,0,0,Gaylah,Mcdanield,6
5698,Europa,False,TRAPPIST-1e,44.0,0.0,1289.0,1224.0,514.0,1674.0,False,4701.0,0,C,S,1,0,0,0,0,0,0,Achah,Stpingepid,5
4417,Earth,False,TRAPPIST-1e,15.0,0.0,7.0,0.0,749.0,0.0,True,756.0,0,G,S,0,0,1,0,0,0,0,Fayey,Buckentry,11
7222,Earth,False,55 Cancri e,18.0,1.0,5.0,305.0,347.0,0.0,True,658.0,0,F,P,0,0,0,0,0,1,0,Denny,Sterson,5
8641,Earth,False,PSO J318.5-22,22.0,623.0,0.0,127.20430107526882,0.0,53.0,False,803.2043010752689,0,F,P,0,0,0,0,0,0,1,Kennie,Barrilloney,4
5001,Europa,True,55 Cancri e,38.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,C,P,1,0,0,0,0,0,0,Dyonon,Prieress,4
1639,Earth,True,PSO J318.5-22,22.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,G,P,1,0,0,0,0,0,0,Therry,Blancoy,7
1251,Earth,False,TRAPPIST-1e,24.0,70.0,160.0,340.0,0.0,336.0,False,906.0,0,E,S,1,0,0,0,0,0,0,Wilmay,Barbes,13
1697,Earth,False,55 Cancri e,23.0,0.0,169.0,0.0,553.0,0.0,True,722.0,0,F,P,0,1,0,0,0,0,0,Nelsie,Puckley,5
4325,Earth,False,55 Cancri e,31.0,2.0,20.0,1.0,1026.0,2.0,True,1051.0,0,F,S,0,0,1,0,0,0,0,Colle,Maystuarey,4
1056,Mars,True,TRAPPIST-1e,23.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,E,S,1,0,0,0,0,0,0,Guaney,Cako,5
5628,Mars,False,PSO J318.5-22,38.0,1208.0,0.0,13.0,38.0,0.0,False,1259.0,0,D,P,1,0,0,0,0,0,0,Gech,Kin,3
3804,Earth,True,TRAPPIST-1e,42.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,G,S,0,0,1,0,0,0,0,Anda,Mcfaddennon,6
2370,Earth,False,TRAPPIST-1e,32.0,238.0,156.0,3.0,2.0,324.0,True,723.0,0,F,P,0,1,0,0,0,0,0,Marlly,Gamberson,4
3385,Earth,False,TRAPPIST-1e,46.0,105.0,335.0,0.0,72.0,388.0,True,900.0,0,F,P,0,0,1,0,0,0,0,Tricky,Rodricker,6
5745,Earth,True,PSO J318.5-22,7.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,S,0,0,0,1,0,0,0,Antony,Singtons,4
2069,Europa,True,TRAPPIST-1e,32.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,A,S,1,0,0,0,0,0,0,Grafi,Quidedbolt,4
4675,Earth,False,TRAPPIST-1e,16.0,0.0,769.0,0.0,0.0,7.0,False,776.0,0,F,S,0,0,0,1,0,0,0,Davis,Brenney,7
6702,Earth,True,TRAPPIST-1e,40.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,G,S,0,0,0,1,0,0,0,Glena,Hahnstonsen,7
1860,Earth,False,TRAPPIST-1e,27.0,196.0,602.0,0.0,0.0,198.0,True,996.0,0,E,P,1,0,0,0,0,0,0,Julion,Cobson,0
8614,Europa,False,TRAPPIST-1e,32.0,1003.0,909.0,0.0,0.0,15.0,False,1927.0,0,E,S,0,0,1,0,0,0,0,Tachba,Subwor,3
7446,Earth,False,TRAPPIST-1e,21.0,691.0,0.0,0.0,167.58786446020488,15.0,True,873.5878644602049,0,G,S,0,0,0,0,1,0,0,Doray,Ricews,4
2810,Europa,True,TRAPPIST-1e,22.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,B,P,1,0,0,0,0,0,0,Wezena,Alaring,7
4956,Earth,False,TRAPPIST-1e,26.0,0.0,196.0,0.0,0.0,487.0,False,683.0,0,F,S,0,0,0,1,0,0,0,Eulah,Torrez,11
5314,Earth,False,TRAPPIST-1e,18.0,0.0,0.0,1609.0,0.0,0.0,True,1609.0,0,E,P,0,1,0,0,0,0,0,Ryanne,Blanglison,5
3903,Mars,False,TRAPPIST-1e,46.0,247.0,0.0,418.0,480.0,36.0,False,1181.0,0,D,P,1,0,0,0,0,0,0,Risps,Fla,11
1190,Mars,False,TRAPPIST-1e,25.0,1084.0,1.0,66.0,0.0,5.0,True,1156.0,0,F,S,1,0,0,0,0,0,0,Batses,Vloaf,12
943,Earth,False,TRAPPIST-1e,20.0,0.0,0.0,4.0,9.0,773.0,True,786.0,0,G,S,1,0,0,0,0,0,0,Coreee,Juartis,2
7189,Europa,False,TRAPPIST-1e,27.0,0.0,6.0,0.0,7786.0,0.0,True,7792.0,0,C,P,1,0,0,0,0,0,0,Baton,Ousious,11
4322,Europa,False,TRAPPIST-1e,22.0,165.0,36.0,0.0,3044.0,556.0,False,3801.0,0,C,S,1,0,0,0,0,0,0,Props,Pumpeshaft,3
1557,Earth,True,PSO J318.5-22,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,P,1,0,0,0,0,0,0,Deanny,Wonglasquez,4
3871,Earth,True,55 Cancri e,15.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,G,P,0,0,1,0,0,0,0,Juliey,Loverceson,5
4113,Earth,False,TRAPPIST-1e,48.0,383.0,0.0,0.0,393.0,10.0,True,786.0,0,F,P,0,0,0,1,0,0,0,Gerek,Larks,3
5892,Mars,False,TRAPPIST-1e,28.0,554.4971428571429,0.0,129.0,0.0,50.0919540229885,True,733.5890968801314,0,F,S,0,0,0,1,0,0,0,Barkix,Nuthe,2
4011,Earth,False,TRAPPIST-1e,55.0,0.0,252.0,1.0,0.0,553.0,True,806.0,0,F,S,0,0,1,0,0,0,0,Dandra,Stroyledgez,4
2338,Europa,True,55 Cancri e,28.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,C,P,1,0,0,0,0,0,0,Alsafik,Fouseding,2
145,Mars,True,TRAPPIST-1e,35.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,F,P,1,0,0,0,0,0,0,Graven,Anche,2
2925,Earth,True,55 Cancri e,22.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,G,S,0,1,0,0,0,0,0,Letty,Wellenez,3
3254,Europa,False,TRAPPIST-1e,47.0,0.0,10679.0,0.0,273.0,80.0,False,11032.0,0,C,S,1,0,0,0,0,0,0,Saiphda,Volloor,4
1729,Europa,False,TRAPPIST-1e,46.0,2249.0,153.0,137.0,1040.373368146214,194.0,True,3773.373368146214,0,E,P,1,0,0,0,0,0,0,Saxinon,Unaasor,3
8117,Earth,False,TRAPPIST-1e,8.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,S,0,0,0,0,1,0,0,Craine,Cartiz,7
4514,Mars,True,TRAPPIST-1e,43.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,E,S,0,1,0,0,0,0,0,Stmeal,Cre,7
688,Earth,True,PSO J318.5-22,25.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,P,1,0,0,0,0,0,0,Jeanny,Rilley,10
6207,Earth,False,TRAPPIST-1e,21.0,0.0,0.0,845.0,4.0,470.0,False,1319.0,0,F,S,0,0,0,0,1,0,0,Stenny,Gainney,12
1062,Europa,False,TRAPPIST-1e,53.0,0.0,143.0,1632.0,3.0,756.0,False,2534.0,0,B,S,1,0,0,0,0,0,0,Scelava,Sofraten,5
950,Earth,True,TRAPPIST-1e,58.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,P,1,0,0,0,0,0,0,Kaye,Prinson,5
8447,Mars,False,TRAPPIST-1e,26.0,1297.0,0.0,62.0,0.0,364.0,False,1723.0,0,D,P,1,0,0,0,0,0,0,Spros,Chake,3
5673,Europa,False,TRAPPIST-1e,36.0,0.0,1828.0,9058.0,1.0,2.0,True,10889.0,0,B,S,1,0,0,0,0,0,0,Graviph,Coweboded,7
86,Earth,True,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,P,1,0,0,0,0,0,0,Stald,Hewson,7
3606,Mars,True,TRAPPIST-1e,30.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,F,P,0,0,1,0,0,0,0,Cupers,Quart,9
3052,Earth,False,55 Cancri e,44.0,632.0,0.0,101.0,5.0,0.0,True,738.0,0,F,S,0,0,1,0,0,0,0,Ginia,Villenson,11
3475,Earth,False,TRAPPIST-1e,19.0,0.0,312.0,2.0,76.0,418.0,True,808.0,0,G,S,0,0,1,0,0,0,0,Francy,Johnsby,6
2487,Earth,False,55 Cancri e,23.0,29.0,34.0,1.0,2838.0,0.0,False,2902.0,0,F,S,0,1,0,0,0,0,0,Jacki,Ingston,12
288,Europa,True,TRAPPIST-1e,20.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,B,S,1,0,0,0,0,0,0,Beneba,Sorbitter,6
477,Earth,True,PSO J318.5-22,21.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,G,P,1,0,0,0,0,0,0,Rayley,Blandez,5
7327,Earth,False,PSO J318.5-22,43.0,6.0,25.0,0.0,5250.0,0.0,False,5281.0,0,G,P,0,0,0,0,1,0,0,Netty,Maynardner,7
1300,Earth,False,TRAPPIST-1e,35.0,0.0,1125.0,429.0,0.0,55.0,True,1609.0,0,E,S,1,0,0,0,0,0,0,Ritany,Daughttley,7
6568,Earth,False,TRAPPIST-1e,4.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,P,0,0,0,1,0,0,0,Nelly,Llovers,4
5885,Earth,False,TRAPPIST-1e,22.0,395.0,0.0,0.0,300.0,125.0,True,820.0,0,F,S,0,0,0,1,0,0,0,Kell,Hickson,5
4518,Mars,True,TRAPPIST-1e,10.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,F,P,0,0,0,1,0,0,0,Komos,Terry,8
2281,Earth,True,PSO J318.5-22,16.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,G,S,0,1,0,0,0,0,0,Valey,Currisones,7
998,Earth,False,TRAPPIST-1e,26.0,0.0,773.0,48.0,0.0,149.0,True,970.0,0,F,P,1,0,0,0,0,0,0,Erina,Wolffy,9
5988,Earth,False,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,G,P,0,0,0,1,0,0,0,Stanya,Schmondez,5
7201,Earth,False,TRAPPIST-1e,30.0,574.0,0.0,156.64171122994654,25.0,2.0,True,757.6417112299465,0,F,P,0,0,0,0,0,1,0,Coracy,Pettyreeman,4
935,Mars,False,TRAPPIST-1e,27.0,253.0,0.0,880.0,22.0,2.0,True,1157.0,0,F,S,1,0,0,0,0,0,0,Berios,Shpie,4
1396,Earth,True,TRAPPIST-1e,30.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,G,P,1,0,0,0,0,0,0,Timmie,Webstes,2
5742,Earth,True,TRAPPIST-1e,28.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,P,0,0,0,1,0,0,0,Gera,Lynnerett,8
7700,Earth,False,TRAPPIST-1e,49.0,0.0,4.0,50.0,0.0,746.0,True,800.0,0,F,S,0,0,0,0,0,1,0,Joanny,Mcbriddley,8
7466,Mars,False,TRAPPIST-1e,40.0,3809.0,0.0,21.0,0.0,1.0,True,3831.0,0,D,P,1,0,0,0,0,0,0,Doulls,Boyst,3
838,Mars,False,TRAPPIST-1e,32.0,47.0,0.0,2552.0,0.0,0.0,True,2599.0,0,F,S,1,0,0,0,0,0,0,Grake,Porki,4
2743,Earth,True,55 Cancri e,29.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,S,0,1,0,0,0,0,0,Sta,Nichoan,8
7801,Earth,False,TRAPPIST-1e,31.0,773.0,0.0,0.0,168.04944375772558,1.0,True,942.0494437577256,0,G,P,0,0,0,0,1,0,0,Lanedy,Howenters,3
6576,Earth,True,TRAPPIST-1e,8.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,G,S,0,0,0,1,0,0,0,Robyna,Petton,2
3196,Earth,False,TRAPPIST-1e,37.0,503.0,0.0,26.0,0.0,116.0,True,645.0,0,F,P,0,0,1,0,0,0,0,Sanney,Hornettoney,6
2335,Europa,True,55 Cancri e,18.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,B,S,1,0,0,0,0,0,0,Keidus,Forous,3
2906,Mars,False,TRAPPIST-1e,32.0,1087.0,0.0,71.0,0.0,0.0,False,1158.0,0,F,S,0,1,0,0,0,0,0,Fres,Cla,6
5527,Earth,False,TRAPPIST-1e,48.0,0.0,0.0,790.0,2368.0,1292.0,True,4450.0,0,G,P,0,0,0,1,0,0,0,Leony,Perrerojass,2
8323,Earth,True,TRAPPIST-1e,4.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,S,0,0,0,0,1,0,0,Samana,Mclarseney,6
4345,Europa,False,TRAPPIST-1e,45.0,0.0,7484.0,465.0,14.0,610.0,True,8573.0,0,C,S,1,0,0,0,0,0,0,Murzima,Freednal,3
3048,Mars,False,TRAPPIST-1e,20.0,915.0,12.0,25.0,205.0,311.0,True,1468.0,0,F,S,0,0,1,0,0,0,0,Wings,Part,4
3001,Earth,False,TRAPPIST-1e,21.0,0.0,141.63880126182966,0.0,0.0,0.0,True,141.63880126182966,0,G,P,0,1,0,0,0,0,0,Rice,Baldens,0
1113,Earth,False,TRAPPIST-1e,19.0,0.0,141.63880126182966,957.0,4.0,0.0,True,1102.6388012618297,0,F,S,1,0,0,0,0,0,0,Reneen,Irwines,4
305,Mars,False,55 Cancri e,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,F,S,1,0,0,0,0,0,0,Unknown,Perle,5
7214,Earth,False,TRAPPIST-1e,18.0,110.0,103.0,471.0,11.0,1.0,True,696.0,0,F,S,0,0,0,0,1,0,0,Arl,Chavezalez,8
5476,Europa,True,55 Cancri e,28.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,C,S,1,0,0,0,0,0,0,Hekark,Maging,0
6956,Earth,True,TRAPPIST-1e,32.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,G,P,0,0,0,1,0,0,0,Joycey,Coffmaney,3
4972,Earth,True,TRAPPIST-1e,2.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,P,0,0,1,0,0,0,0,Yvonna,Lambleyoun,7
6008,Europa,True,TRAPPIST-1e,40.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,A,S,1,0,0,0,0,0,0,Becruxa,Clumsty,3
4154,Earth,False,TRAPPIST-1e,23.0,153.478672985782,282.0,0.0,0.0,71.0,True,506.478672985782,0,F,P,0,0,0,1,0,0,0,Aarone,Sweett,8
8560,Earth,True,PSO J318.5-22,19.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,G,P,0,0,0,0,1,0,0,Eleaha,Klindsayer,4
3561,Earth,False,55 Cancri e,34.0,71.0,0.0,242.0,393.0,0.0,True,706.0,0,G,S,0,0,1,0,0,0,0,Racey,Powery,11
1704,Earth,True,PSO J318.5-22,25.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,S,1,0,0,0,0,0,0,Gerry,Georgasey,12
4205,Earth,False,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,S,0,0,1,0,0,0,0,Ally,Bartines,8
